track_id,track_name,album_name,artists,popularity,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,neutral,optimism,pride,realization,relief,remorse,sadness,surprise
6uZroCk7E7L7RhY7NAvC3Y,IT'S ONLY LOVE,IT'S ONLY LOVE,Masaharu Fukuyama,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4N1PJshrO7sHB468RoZQjL,"I Believed You, William Blake",No Man's Land,Frank Turner,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3NrUMv6TqphWgk2PdDdg4H,Pepperspray,Dancing with the Curse,Get Dead,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42mkE3wbofBNickLHgdVlo,Stickup,Dancing with the Curse,Get Dead,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7z2DKGAsPPdxOwTzMaVYD4,Kill Me Pretty,Bullet Train (Original Motion Picture Soundtrack),Tamio Okuda,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a0WwSvmFdXPTdDMilPA1y,Song To Sing When I'm Lonely,Shadows Collide With People,John Frusciante,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BZnc6VaggPnrQyjem5Dpf,Message (Original Version),Message/今 このひとときが 遠い夢のように,Masaharu Fukuyama,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6mFsYlDjG2Esy5hXhNy78t,This One's for Johnny,Tall Cans & Loose Ends,Get Dead,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4GiLKZ6Fd3d5UMJMGuzAA0,Laid,American Wedding,Matt Nathanson,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1W5j84OLhShyEIJEwaLzaU,Never Be the Same,Never Be the Same,Gabrielle Aplin,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4WbTMyywJtvUNhmVKa0oSM,The Fear,Unholy Hymns,The Bridge City Sinners,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
78Vs1Oo42MrcbwB8vQhhsz,Glitch,Dancing with the Curse,Get Dead,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0goA2cYxU9k2XfQHzo6WcP,2 Oceans,2 Oceans,Trevor Hall;Marieme,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3BztDPhRhfwdwUndTlg45h,So Far so Good,Dear Happy,Gabrielle Aplin,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2jHEySxCzzODFWmPzt084L,18 ~eighteen~,残響,Masaharu Fukuyama,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6fmrddhzAr0StNzWEzlny5,Linda Ronstadt,Christmas Island,AJJ,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34HNaUhhTgO1jvfEuXHFyz,The Damned,Unholy Hymns,The Bridge City Sinners,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41XVcLXrmbxiV0mJASJxov,Ships In The Night,Young Love,Mat Kearney,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BguxPKygliNCIkzwWlYxU,All My Loving (Original Version),Calling,Masaharu Fukuyama,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6zz1Lsob8CrgipAoxJys1w,アンダルシアに憧れて,COVER ALL HO!,Masayoshi Yamazaki,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07CUaE9XAgDQ0B2T4XGrnN,Can't Go Back Now,Hideaway,The Weepies;Deb Talan;Steve Tannen,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1GkwSHR74B5DIgnlarTsa9,Ditches,Show Me the Blueprints.,Days N Daze,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0pfG8LwO7hSdHe6hTgc6a6,Outside Villanova,Sounds Like This,Eric Hutchinson,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3KkgPBPjplbDy4uKcXNZeu,Days n Daze of Our Lives,Crustfall,Days N Daze,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5aLPkAwDGpqBaoAvTgbgdD,Can I Sleep On Your Floor??,Chad Hates George,Chad Hates George,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1PEpGWRE4Tjsk2qy5teW4p,美しき花,milk tea/美しき花,Masaharu Fukuyama,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68HbD7rEFTlnJy4UWSpySY,世界中の誰よりきっと,世界中の誰よりきっと,Mone Kamishiraishi,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6b4mWoXrscyajbLOB2qwfG,Drunks,Georgica Pond,Johnnyswim,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C3gh14oarzTtv3aY3HJ0m,Coming Home,Coming Home: A Collection of Songs,Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4a7aKxh344UzFEVd0k5lwi,Redemption,England Keep My Bones (Deluxe Edition),Frank Turner,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2BdXf4OpDOw4AvklnAvcsY,Tarnished Ol' Photograph,Rogue Taxidermy,Days N Daze,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7FNugksLRXsu3Ie96TiWpG,You're Mine (The Chase),Lovers & Fighters,Meiko,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1qHiDbTJI7GB62W3BBFigx,Hold Each Other (feat. Futuristic),When the Morning Comes,A Great Big World;Futuristic,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3IvEnBPF1egP9y1q3C2Fg4,ゆめのなか,SUPERMARKET,Sakura Fujiwara,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25wiOYoBrS6ITwcPGlTSXi,Stones,I Never Loved Before I Found You,Front Porch Step,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0N8Xztr4pBHJ7V0moJWhbO,愛を伝えたいだとか,青春のエキサイトメント,Aimyon,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0x0h9kwGhCv78fMRo8ChhZ,Dark Matter,Black Bear,Andrew Belle,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3VA8T3rNy5V24AXxNK5u9E,King of Anything,Kaleidoscope Heart,Sara Bareilles,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7AtnW6HeSUsPpA9D59PJyx,Honey,Honey,Austin Plaine,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0VDhK4DIjbsAHo1GDe9VfM,I Like to Be With Me When I'm With You,A Million Miles Away,Drew Holcomb & The Neighbors,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7saOSM2fUxclPXFAFJQACk,A Million Years,Diamonds,Johnnyswim,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2koSOTOngqtiLrTpLoiZtQ,"It Really Sucked, Actually",Good People,Not Half Bad,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1R8uexh18C6rWgBiUsZr6L,Roll Me Through the Gates of Hell - Acoustic Version,Bacchanal 'N' Philadelphia,Mischief Brew,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0roPf0bwAsBDZv1bR15m15,It Would Be You,It Would Be You,Ben Rector,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59eluCMn0XbOWqeWQ91FTM,君はロックを聴かない,青春のエキサイトメント,Aimyon,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7qANzA00oGRCWhpHgbVzkO,What a Time to Be Alive,Catch Me If You Can,Matt Pless,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7AZAGSn2B1APKe2XBbzB2G,Far Behind,Into The Wild (Music For The Motion Picture),Eddie Vedder,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28lU91CRfUdWJEY7KbhZBL,God Gave Me You,"What We Want, What We Get",Dave Barnes,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4tqsFRjUHZ89bMEOAk3lUl,Miss You,Dear Happy,Gabrielle Aplin,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6RQVpAbblcgqgHeywYi79v,月ひとしずく,ショッピング,Yosui Inoue;Tamio Okuda,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7pv5juhfq1kco6wioikGHt,Invincible,Earthling,Eddie Vedder,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OTAulJdNdYoFQG2oqXtSB,Yellow Lines,The Howl,Brendan James,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7qLJmyRxLZCf1ifZlJ2gMZ,Over,Diamonds,Johnnyswim,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0uHjs4zpo52qiFeBpdrXYs,VI: Don't Let Love Bog You Down,IX,RENT STRIKE,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4ysmODoF5WXlBlGkyWfu7J,We Shall Not Overcome,Tape Deck Heart (Deluxe Edition),Frank Turner,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4uPvXmXGjYOOqhbRMmS9XU,Northbound,Queer As Folk,Grace Petrie,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6rm0bIbAE0ZfPXNeuIV4DR,Darkness Within,Darkness Within,Michael Logen,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4eZP0Tyh1p06Nk1aHOzNrt,Over You,Lights Out,Ingrid Michaelson;A Great Big World,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5Z01kGFWQcQA3XBRxjAzAJ,Afterglow - Stephan Baulig Remix,Afterglow (Stephan Baulig Remix),Andrew Foy;Renee Foy;Stephan Baulig,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6wSooKrykEc9YTRyIYXF49,Something Beautiful,Something Beautiful,Tim Halperin,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0VPneSXkOP27R8Cf7v8HSN,My Heart,Let There Be Morning (Bonus Track Version),The Perishers,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5rRDCbF97rcJW0ES9RhPhC,Life's What You Make It,Life's What You Make It,Graham Colton,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0k3eft3oFkqIJdBFuHFHGW,Someday,PLAY,Sakura Fujiwara,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2zfmrdj03N55KX9epHrTg7,So Help Me God,I Never Loved Before I Found You,Front Porch Step,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dRIpmF4spf1WCruaM59pN,神無月にかこまれて - Remastered 2018,陽水II センチメンタル (Remastered 2018),Yosui Inoue,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5WhHTK5wyuY14tiHWuoH4G,Little Life,FTHC (Deluxe),Frank Turner,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1epXnhFfFToKeugQWBCsQg,Maria,Wretched. Filthy. Ugly.,Harley Poe,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4pR4oQJULf7FDB54TleMyH,Jireh (My Provider),Jireh (My Provider),Limoblaze;Lecrae;Happi,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7nYbKsvhM88mHCmFsAIQVp,Fellini,Fellini,Criolo,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00LmM2QLGpfb5NC7PC7qqZ,Vasilhame,Ainda Há Tempo,Criolo,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7cAxwshLN1yidrBlDePrYW,É o Teste,Ainda Há Tempo,Criolo,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0VSuq0KNSy1nOBO47e1bCN,Pequenina,Sobre Viver,Criolo;MC Hariel;Liniker;Maria Vilani;Jaques Morelenbaum,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1YuVO6AipAn5U1VoG1RBGN,Demorô,Ainda Há Tempo,Criolo,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3hhC43A13GnvLnvhSXemhN,Mariô,Nó na Orelha,Criolo,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02HQGyk9aGfleS1epTFtnJ,La Makinita,La Makinita,Juanafé,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Xv3XHAt8gkT6hVDXZGcuG,Primavera (Vai Chuva),Viva Tim Maia,Criolo,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6nFxTIa7abSSk8GzZFO1zB,Pegue Pra Ela,Convoque Seu Buda,Criolo,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7oSCgig81QrE0hr6weiwgc,Cria de Favela,Espiral de Ilusão,Criolo,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6ET453QCZCnhN7cb5zZoqf,Cabeça de Papel,Cabeça de Papel,BaianaSystem,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31p1i3XDY9W8ORcDXmA17Q,Invisível,Invisível,BaianaSystem,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0seSNElilcmQH2T0gY5zyY,Nauliza,ATO 1: Navio Pirata,BaianaSystem;Makavelli;Jaymitta,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ayGhSSsgy1PyvJi6Np0CH,Mediterráneo,Mediterráneo,Jorge Drexler,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7t6UycwC3vvVtTvbhdNSY9,À Beça,Madurar,Samuca e a Selva,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3169PUGpN64JNpAhR5PW4Y,Amar Es Algo Más,Super Pop Venezuela,Los Amigos Invisibles,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2rrptPZG55VZPKE2LzLFsO,Eres Mis Ganas,El Paradise,Los Amigos Invisibles,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32XyUNQGL33AqoRBNlW4OS,"Oxe, Como Era Doce",BaianaSystem,BaianaSystem,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3irY15zmv8TmHe8leleLbN,Madurar,Madurar,Samuca e a Selva,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6oNlBZwqefXprM721Bmksi,A Vida É Curta Pra Viver Depois,OXEAXEEXU,BaianaSystem;Carolaine,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
